reaction_id,equation,delta_G0_prime_kJ_per_mol,status
ADSL1r,C03794 = C00020 + C00122,16.141784825778473,ok
PROGLYabcpp,C00002 + C00001 = 0 CHEBI:61695 + C00008 + C00080 + C00009,-27.36519874790435,ok
GTHRDabcpp,C00002 + C00001 = 0 C00051 + C00008 + C00080 + C00009,-27.36519874790435,ok
PGPP140pp,C00001 + MNXM5272 = CHEBI:60723 + C00009,,skipped (unbalanced)
PGPP141pp,C00001 + MNXM5271 = MNXM2029 + C00009,,skipped (unbalanced)
PGPP160pp,C00001 + cpd15545 = CHEBI:72829 + C00009,-12.070242057696937,ok
2AGPG140tipp,2agpg140_p --> 2agpg140_c,,skipped (unmapped)
PGPP180pp,C00001 + cpd15547 = cpd15540 + C00009,-12.070242057696028,ok
2AGPG160tipp,2agpg160_p --> 2agpg160_c,,skipped (unmapped)
SERD_D,C00740 = C00014 + C00022,-28.797490333474386,ok
CLPNH141pp,MNXM7149 + C00001 = C00080 + cpd15523 + MNXM2029,,skipped (unbalanced)
CLPNH160pp,CHEBI:104586 + C00001 = C00080 + CHEBI:72859 + CHEBI:72829,-246.71854759825965,ok
CLPNH161pp,CHEBI:104873 + C00001 = C00080 + cpd15525 + cpd15539,,skipped (unbalanced)
AICART,C00234 + C04677 = C04734 + C00101,7.0444244326714625,ok
CLPNH181pp,CHEBI:105685 + C00001 = C00080 + cpd15527 + MNXM1773,,skipped (unbalanced)
D_LACt2pp, = 0 C00080 + 0 C00256,0.0,ok
PLIPA1E180pp,C00001 + CHEBI:39934 = CHEBI:133144 + C00080 + C01530,-16.814425157420914,ok
RIBtex,rib__D_e <=> rib__D_p,,skipped (unmapped)
FLVRx,C00080 + C00004 + C00255 = C00003 + C01007,-12.696197178760258,ok
THMtex,thm_e <=> thm_p,,skipped (unmapped)
XYLUtex,xylu__L_e <=> xylu__L_p,,skipped (unmapped)
PLIPA1G140pp,C00001 + CHEBI:60723 = cpd26437 + C00080 + MNXM162239,,skipped (unbalanced)
PLIPA1G161pp,C00001 + cpd15539 = MNXM3453 + C00080 + MNXM950,,skipped (unbalanced)
CLPNS160pp,2 CHEBI:72829 = CHEBI:104586 + C00116,-7.060198596005819,ok
CLPNS161pp,2 cpd15539 = CHEBI:104873 + C00116,-7.060198596006728,ok
EX_manglyc_e,manglyc_e --> ,,skipped (unmapped)
ALLtex,all__D_e <=> all__D_p,,skipped (unmapped)
PG160abcpp,C00002 + C00001 = 0 CHEBI:72829 + C00008 + C00080 + C00009,-27.36519874790435,ok
FRUpts2pp,C00095 + C00074 = C05345 + C00022,-38.3558072223198,ok
PGP140abcpp,C00002 + C00001 = 0 MNXM5272 + C00008 + C00080 + C00009,-27.36519874790435,ok
PAPA120pp,C00001 + cpd15521 = MNXM4939 + C00009,,skipped (unbalanced)
PAPA140pp,C00001 + CHEBI:62085 = MNXM146479 + C00009,,skipped (unbalanced)
GGPTRCO,CHEBI:48006 + C00001 + C00007 = C15700 + C00027 + C00014,-92.25842148462456,ok
EX_metsox_R__L_e,metsox_R__L_e --> ,,skipped (unmapped)
PAPA141pp,C00001 + cpd15523 = MNXM4940 + C00009,,skipped (unbalanced)
34dhpactex,34dhpac_e <=> 34dhpac_p,,skipped (unmapped)
PAPA160pp,C00001 + CHEBI:72859 = MNXM3132 + C00009,,skipped (unbalanced)
G6Pt6_2pp, = 0 C00092 + 0 C00009,0.0,ok
PAPA161pp,C00001 + cpd15525 = MNXM3774 + C00009,,skipped (unbalanced)
MALTHXtexi,malthx_e --> malthx_p,,skipped (unmapped)
12PPDStpp,12ppd__S_p <=> 12ppd__S_c,,skipped (unmapped)
PAPA180pp,C00001 + CHEBI:82921 = MNXM4217 + C00009,,skipped (unbalanced)
PROtex,pro__L_e <=> pro__L_p,,skipped (unmapped)
HPYRI,C00168 = C01146,1.5768737120018699,ok
FE3HOXUtex, = 0 cpd15461 + 0 C00080,0.0,ok
HYD1pp,C00282 + C17569 = 0 C00080 + CHEBI:61682,-170.37833488013354,ok
EX_cl_e,cl_e <=> ,,skipped (unmapped)
FE3DHBZStonex, = 0 cpd15460 + 0 C00080,0.0,ok
AACTOOR,C01888 + C00001 + C00007 = C00027 + C00546 + C00014,-94.76050141542112,ok
H2tpp,h2_p <=> h2_c,,skipped (unmapped)
23DAPPAtex,23dappa_e <=> 23dappa_p,,skipped (unmapped)
ECAP3pp,cpd15456 + cpd15582 = cpd15458 + C00080 + CHEBI:15284,1262.9670393372874,ok
FEOXAMtonex, = 0 C07597 + 0 C00080,0.0,ok
TPRDCOAS,C00002 + C00882 = C19771 + C00147,1.6137442072794101,ok
ACGAM1PPpp,C04256 + C00001 = C00140 + C00009,-22.46206313956163,ok
EX_dgmp_e,dgmp_e --> ,,skipped (unmapped)
GAMptspp,C00329 + C00074 = C00352 + C00022,-35.90495809657635,ok
GSNt2pp, = 0 C00387 + 0 C00080,0.0,ok
EX_4hoxpacd_e,4hoxpacd_e --> ,,skipped (unmapped)
FMNRx,C00061 + C00080 + C00004 = C01847 + C00003,-27.396690566906386,ok
EX_3hpppn_e,3hpppn_e --> ,,skipped (unmapped)
EX_man6p_e,man6p_e --> ,,skipped (unmapped)
GSNtex,gsn_e <=> gsn_p,,skipped (unmapped)
SBTtex,sbt__D_e <=> sbt__D_p,,skipped (unmapped)
FORtex,for_e <=> for_p,,skipped (unmapped)
EX_tsul_e,tsul_e --> ,,skipped (unmapped)
PHEt2rpp, = 0 C00080 + 0 C00079,0.0,ok
DHBS,C00196 + C00002 + C00080 = C04030 + C00013,1166.2067916133255,ok
THIORDXi,C00027 + C00342 = 2 C00001 + C00343,-313.1296508853069,ok
EX_n2o_e,n2o_e --> ,,skipped (unmapped)
PPPGO3,3 C00122 + C01079 = C02191 + 3 C00042,-0.16689407490491703,ok
PFK,C00002 + C05345 = C00008 + C00354 + C00080,-18.947378662419794,ok
PDX5POi,C00007 + C00627 = C00027 + C00018,-112.81231949041774,ok
PDX5PO2,C00003 + C00627 = C00080 + C00004 + C00018,19.611255579417843,ok
MDDCP1pp,C00001 + cpd15514 = C00133 + cpd15506,,skipped (unbalanced)
GUI2,C00333 = C00558,1.3427917903953812,ok
OMBZLM,CHEBI:60655 + C00019 = CHEBI:60656 + C00021 + C00080,-22.79254021966028,ok
PLIPA1A181pp,C00001 + cpd15527 = cpd15357 + C00712,,skipped (unbalanced)
PGM,C00631 = C00197,-4.52040798250934,ok
LPLIPAL2A141,cpd15362 + C00001 = C00093 + 2 C00080 + MNXM641,,skipped (unbalanced)
HG2t3pp, = 0 C00080 + 0 C00703,0.0,ok
CYTBO3_4pp,0 C00007 + CHEBI:61682 = 0 C00080 + C00001 + C17569,,skipped (unbalanced)
EX_maltttr_e,maltttr_e --> ,,skipped (unmapped)
GLYCK,C00002 + C00258 = C00197 + C00008 + C00080,-12.845717259245703,ok
MLTG5,C00001 + CHEBI:62010 = C00031 + C01936,-12.932575022242418,ok
GPDDA3,CHEBI:61931 + C00001 = C00093 + C00080 + C00065,-255.52172735574788,ok
EAR141x,C00080 + C00004 + cpd15570 = C00003 + MNXM162426,,skipped (unbalanced)
EAR181x,C00080 + C00004 + cpd15568 = C00003 + MNXM89950,,skipped (unbalanced)
TPI,C00111 = C00118,5.575349871345168,ok
EAR181y,C00080 + C00005 + cpd15568 = C00006 + MNXM89950,,skipped (unbalanced)
G3PAT141,C00093 + MNXM162426 = cpd15330 + C00229,,skipped (unbalanced)
2DOXG6PP,C06369 + C00001 = C00586 + C00009,-15.30793689624273,ok
OXAMTC,C00802 + C00009 = C00169 + C01444,9.743526788056343,ok
UDCPPtppi,udcpp_p --> udcpp_c,,skipped (unmapped)
AGMH,cpd15396 + C00001 = C00140 + cpd15399,,skipped (unbalanced)
G3PAT181,C00093 + MNXM89950 = cpd15328 + C00229,,skipped (unbalanced)
DASYN140,C00063 + C00080 + CHEBI:62085 = CHEBI:103211 + C00013,-9.28691387889937,ok
MPTG,2 C05898 = 2 C00080 + cpd15511 + 2 CHEBI:15284,-1506.3461292018305,ok
DASYN180,C00063 + C00080 + CHEBI:82921 = CHEBI:104121 + C00013,-9.286913878898915,ok
MPTG2,cpd15511 + C05898 = C00080 + cpd15512 + CHEBI:15284,-806.824588606393,ok
DASYN141,C00063 + C00080 + cpd15523 = CHEBI:103990 + C00013,,skipped (unbalanced)
RPI,C03736 = C00199,4.411734998458314,ok
MCTP1App,cpd15511 = C00133 + cpd15514,269.765958074674,ok
MCTP2App,cpd15512 = 2 C00133 + cpd15515,-256.383139978032,ok
CDAPPA160,cpd15419 + C00001 = C00055 + 2 C00080 + CHEBI:72859,,skipped (unbalanced)
CDAPPA141,CHEBI:103990 + C00001 = C00055 + 2 C00080 + cpd15523,,skipped (unbalanced)
MCTP1Bpp,cpd15511 = C00993 + cpd15513,,skipped (unbalanced)
PERD,C03393 + C00003 = C00080 + C00004 + C06054,18.70195897459746,ok
MELIBt3ipp, = 0 C00080 + 0 CHEBI:61827,0.0,ok
PGSA141,CHEBI:103990 + C00093 = C00055 + C00080 + MNXM5271,,skipped (unbalanced)
EX_alaala_e,alaala_e --> ,,skipped (unmapped)
EX_dtmp_e,dtmp_e --> ,,skipped (unmapped)
5DOAN,C05198 + C00001 = CHEBI:62012 + C00147,-12.996952801640589,ok
DM_5drib_c,5drib_c --> ,,skipped (unmapped)
EX_lipoate_e,lipoate_e --> ,,skipped (unmapped)
EX_pydx_e,pydx_e --> ,,skipped (unmapped)
EX_g1p_e,g1p_e --> ,,skipped (unmapped)
GLCtex_copy2,glc__D_e <=> glc__D_p,,skipped (unmapped)
NAt3pp, = 0 C00080 + 0 C01330,0.0,ok
MINOHPtexi,minohp_e --> minohp_p,,skipped (unmapped)
12PPDRtpp,12ppd__R_p <=> 12ppd__R_c,,skipped (unmapped)
SFGTHi,C01031 + C00001 = C00058 + C00051 + C00080,-5.710124361936323,ok
PYDAMK,C00002 + C00534 = C00008 + C00080 + C00647,-12.966518734165788,ok
DHORDfum,C00337 + C00122 = C00295 + C00042,-51.54189861248966,ok
K2L4Aabcpp,C00002 + C00001 = 0 C06025 + C00008 + C00080 + C00009,-27.36519874790435,ok
FACOAE120,C01832 + C00001 = C00010 + MNXM162258 + C00080,,skipped (unbalanced)
3OAR120,C05756 + C00080 + C00005 = C05757 + C00006,,skipped (unbalanced)
3HAD80,C04620 = C00001 + C05751,,skipped (unbalanced)
3HAD120,C05757 = C00001 + C05758,,skipped (unbalanced)
DSBCGT,cpd15448 + 2 C00051 = cpd15449 + C00127,,skipped (unbalanced)
DSBGGT,cpd15452 + 2 C00051 = cpd15453 + C00127,,skipped (unbalanced)
EAR180x,C00080 + C00004 + C16221 = C00003 + MNXM3075,,skipped (unbalanced)
AKGtex,akg_e <=> akg_p,,skipped (unmapped)
SO4t2pp, = 0 C00080 + 0 C00059,0.0,ok
EAR180y,C00080 + C00005 + C16221 = C00006 + MNXM3075,,skipped (unbalanced)
AGPAT120,CHEBI:62840 + MNXM89851 = C00229 + cpd15521,,skipped (unbalanced)
DHNAOT4,C03657 + C00080 + C04146 = CHEBI:61873 + C00011 + C00013,-91.85491504482995,ok
AMPMS2,CHEBI:12101 + C00001 + C00003 = CHEBI:44219 + 2 C00058 + 3 C00080 + C00004,-175.8559015514104,ok
DM_oxam_c,oxam_c --> ,,skipped (unmapped)
ALR4x,C05235 + C00080 + C00004 = C02912 + C00003,-18.668601160420394,ok
PGPP120,C00001 + MNXM5266 = MNXM1771 + C00009,,skipped (unbalanced)
DAGK120,MNXM4939 + C00002 = C00008 + C00080 + cpd15521,,skipped (unbalanced)
ALLTNtex,alltn_e <=> alltn_p,,skipped (unmapped)
PSSA180,CHEBI:104121 + C00065 = C00055 + C00080 + CHEBI:84519,217.9457288807689,ok
ASNtex,asn__L_e <=> asn__L_p,,skipped (unmapped)
PSSA161,CHEBI:104012 + C00065 = C00055 + C00080 + MNXM7660,,skipped (unbalanced)
PSSA141,CHEBI:103990 + C00065 = C00055 + C00080 + MNXM7664,,skipped (unbalanced)
PSD160,C00080 + CHEBI:111515 = C00011 + CHEBI:73005,-19.670214363475225,ok
PSD161,C00080 + MNXM7660 = C00011 + cpd29055,,skipped (unbalanced)
PSD180,C00080 + CHEBI:84519 = C00011 + CHEBI:39934,-19.670214363475452,ok
COLIPAabcpp,C00002 + C00001 = 0 cpd15432 + C00008 + C00080 + C00009,-27.36519874790435,ok
LPLIPAL1G141pp,MNXM6604 + C00001 = C03274 + C00080 + MNXM641,,skipped (unbalanced)
LPLIPAL1G180pp,CHEBI:72827 + C00001 = C03274 + C00080 + C01530,-16.814425252692985,ok
LPLIPAL1G181pp,CHEBI:72828 + C00001 = C03274 + C00080 + C00712,-16.8165212744683,ok
ACONIs,C02341 = C00417,4.500643013071198,ok
ACONTb,C00417 + C00001 = C00311,-1.6243387204222302,ok
GLCP2,cpd15413 + C00009 = C00103,,skipped (unbalanced)
F6Pt6_2pp, = 0 C05345 + 0 C00009,0.0,ok
PPALtpp,ppal_c <=> ppal_p,,skipped (unmapped)
PLIPA2A140pp,C00001 + CHEBI:62085 = CHEBI:62833 + C00080 + MNXM162239,,skipped (unbalanced)
PLIPA2A141pp,C00001 + cpd15523 = cpd15330 + C00080 + MNXM641,,skipped (unbalanced)
PLIPA2A180pp,C00001 + CHEBI:82921 = CHEBI:74565 + C00080 + C01530,-23.616156885161303,ok
GAM6Pt6_2pp, = 0 C00352 + 0 C00009,0.0,ok
PLIPA2E141pp,C00001 + MNXM3693 = MNXM6599 + C00080 + MNXM641,,skipped (unbalanced)
FE3HOXabcpp,C00002 + C00001 = 0 C06227 + C00008 + C00080 + C00009,-27.36519874790435,ok
PLIPA2E181pp,C00001 + MNXM2150 = MNXM9584 + C00080 + C00712,,skipped (unbalanced)
PLIPA2G140pp,C00001 + CHEBI:60723 = CHEBI:72826 + C00080 + MNXM162239,,skipped (unbalanced)
PPALtex,ppal_e <=> ppal_p,,skipped (unmapped)
CA2tex,ca2_e <=> ca2_p,,skipped (unmapped)
CUtex,cu_e <=> cu_p,,skipped (unmapped)
3HAD161,cpd15369 = C00001 + cpd15571,,skipped (unbalanced)
PLIPA2G160pp,C00001 + CHEBI:72829 = CHEBI:72825 + C00080 + C00249,-26.06324629035879,ok
CU1Opp,4 CHEBI:23379 + 4 C00080 + C00007 = 4 C00070 + 2 C00001,,skipped (unbalanced)
PLIPA2G181pp,C00001 + MNXM1773 = CHEBI:72828 + C00080 + C00712,,skipped (unbalanced)
SUCDi,C17569 + C00042 = C00122 + CHEBI:61682,-73.58496532520041,ok
FADRx2,C00016 + C00080 + C00005 = C01352 + C00006,-21.279797943788026,ok
LPLIPAL1E141pp,MNXM6599 + C00001 = C01233 + C00080 + MNXM641,,skipped (unbalanced)
LALDO2x,C00080 + C00546 + C00004 = C00937 + C00003,-17.02598820720482,ok
12PPDRtex,12ppd__R_e <=> 12ppd__R_p,,skipped (unmapped)
LPLIPAL1E160pp,CHEBI:73004 + C00001 = C01233 + C00080 + C00249,-19.33636727446759,ok
LPLIPAL1E180pp,C21484 + C00001 = C01233 + C00080 + C01530,-16.81442515760122,ok
ASNS1,C00049 + C00002 + C00064 + C00001 = C00020 + C00152 + C00025 + C00080 + C00013,-34.3665983114593,ok
EAR80y,C00080 + C00005 + C05751 = C00006 + MNXM90185,,skipped (unbalanced)
EAR120y,C00080 + C00005 + C05758 = MNXM89851 + C00006,,skipped (unbalanced)
3OAR181,cpd15376 + C00080 + C00005 = cpd15370 + C00006,,skipped (unbalanced)
3HAD121,cpd15366 = C00001 + cpd15569,,skipped (unbalanced)
EAR121y,C00080 + C00005 + cpd15569 = MNXM163784 + C00006,,skipped (unbalanced)
LPLIPAL1E181pp,MNXM9584 + C00001 = C01233 + C00080 + C00712,,skipped (unbalanced)
LPLIPAL1G160pp,CHEBI:72825 + C00001 = C03274 + C00080 + C00249,-19.336367369560037,ok
LPLIPAL1G161pp,MNXM6606 + C00001 = C03274 + C00080 + MNXM950,,skipped (unbalanced)
GTHRDHpp,C00051 + C00001 = C01419 + C00025,-1.826889730253356,ok
EX_o2_e,o2_e <=> ,,skipped (unmapped)
PROGLYtex,progly_e <=> progly_p,,skipped (unmapped)
EX_progly_e,progly_e --> ,,skipped (unmapped)
MDDCP2pp,C00001 + cpd15515 = C00133 + cpd15508,,skipped (unbalanced)
LPLIPAL1G120pp,cpd26430 + C00001 = MNXM162258 + C03274 + C00080,,skipped (unbalanced)
PLIPA2E140pp,C00001 + MNXM2859 = CHEBI:84299 + C00080 + MNXM162239,,skipped (unbalanced)
PLIPA2E160pp,C00001 + CHEBI:73005 = CHEBI:73004 + C00080 + C00249,-26.06324430170224,ok
PLIPA2A161pp,C00001 + cpd15525 = cpd15326 + C00080 + MNXM950,,skipped (unbalanced)
PLIPA2A181pp,C00001 + cpd15527 = cpd15328 + C00080 + C00712,,skipped (unbalanced)
F6Ptex,f6p_e <=> f6p_p,,skipped (unmapped)
MDDCP3pp,C00001 + cpd15511 = C00133 + cpd15510,68.11595387929538,ok
EAR140x,C00080 + C00004 + C05760 = MNXM89779 + C00003,,skipped (unbalanced)
EAR40y,C04246 + C00080 + C00005 = MNXM90458 + C00006,,skipped (unbalanced)
GAMAN6Ptex,gam6p_e <=> gam6p_p,,skipped (unmapped)
EX_gal_bD_e,gal_bD_e --> ,,skipped (unmapped)
3OAS181,C00080 + MNXM89949 + C01209 = cpd15376 + C00229 + C00011,,skipped (unbalanced)
EAR161y,C00080 + C00005 + cpd15571 = MNXM89949 + C00006,,skipped (unbalanced)
G3PAT140,C00093 + MNXM89779 = CHEBI:62833 + C00229,,skipped (unbalanced)
G3PAT160,C00093 + MNXM2026 = cpd15327 + C00229,,skipped (unbalanced)
G3PAT161,C00093 + MNXM89949 = cpd15326 + C00229,,skipped (unbalanced)
AGPAT160,cpd15327 + MNXM2026 = C00229 + CHEBI:72859,,skipped (unbalanced)
AGPAT140,CHEBI:62833 + MNXM89779 = C00229 + CHEBI:62085,,skipped (unbalanced)
PGSA160,cpd15419 + C00093 = C00055 + C00080 + cpd15545,,skipped (unbalanced)
MLDCP2Bpp,C00001 + cpd15504 = C00133 + cpd15501,-381.85532513493854,ok
3OAS140,MNXM89851 + C00080 + C01209 = C05759 + C00229 + C00011,,skipped (unbalanced)
3OAR140,C05759 + C00080 + C00005 = C04688 + C00006,,skipped (unbalanced)
CDAPPA140,CHEBI:103211 + C00001 = C00055 + 2 C00080 + CHEBI:62085,-29.997855676984955,ok
MLDCP1App,C00001 + cpd15514 = C00993 + cpd15503,668.1029007252146,ok
EAR160y,C00080 + C00005 + C05763 = C00006 + MNXM2026,,skipped (unbalanced)
3OAR160,C05762 + C00080 + C00005 = C04633 + C00006,,skipped (unbalanced)
PDE4,C00942 + C00001 = C00144 + C00080,-33.24820783915027,ok
PGSA161,CHEBI:104012 + C00093 = C00055 + C00080 + cpd15546,222.7065076713102,ok
3HAD181,cpd15370 = C00001 + cpd15568,,skipped (unbalanced)
PGPP160,C00001 + cpd15545 = CHEBI:72829 + C00009,-12.070242057696937,ok
EAR100y,C00080 + C00005 + C05754 = MNXM90236 + C00006,,skipped (unbalanced)
3OAR141,cpd15374 + C00080 + C00005 = cpd15368 + C00006,,skipped (unbalanced)
3OAR161,cpd15375 + C00080 + C00005 = cpd15369 + C00006,,skipped (unbalanced)
3HAD141,cpd15368 = C00001 + cpd15570,,skipped (unbalanced)
EAR121x,C00080 + C00004 + cpd15569 = MNXM163784 + C00003,,skipped (unbalanced)
PGPP180,C00001 + cpd15547 = cpd15540 + C00009,-12.070242057696028,ok
PGPP161,C00001 + cpd15546 = cpd15539 + C00009,-12.070242057696937,ok
PGPP181,C00001 + MNXM5269 = MNXM1773 + C00009,,skipped (unbalanced)
PSD140,C00080 + MNXM7665 = C00011 + MNXM2859,,skipped (unbalanced)
MICITDr,C04225 + C00001 = C04593,2.852825525285539,ok
CDAPPA180,CHEBI:104121 + C00001 = C00055 + 2 C00080 + CHEBI:82921,-29.997855676984955,ok
AGM4PH,cpd15398 + C00001 = C00140 + cpd15401,,skipped (unbalanced)
NTP12,C00001 + C00700 = C00080 + C00009 + C01337,-33.23858138340216,ok
PE141abcpp,C00002 + C00001 = 0 MNXM3693 + C00008 + C00080 + C00009,-27.36519874790435,ok
CDAPPA181,CHEBI:104362 + C00001 = C00055 + 2 C00080 + cpd15527,,skipped (unbalanced)
PGSA140,CHEBI:103211 + C00093 = C00055 + C00080 + MNXM5272,,skipped (unbalanced)
LPLIPAL1A141pp,cpd15330 + C00001 = C00093 + C00080 + MNXM641,,skipped (unbalanced)
LPLIPAL1A180pp,CHEBI:74565 + C00001 = C00093 + C00080 + C01530,-24.317714686355743,ok
LPLIPAL1E140pp,CHEBI:84299 + C00001 = C01233 + C00080 + MNXM162239,,skipped (unbalanced)
LPLIPAL1E161pp,MNXM6601 + C00001 = C01233 + C00080 + MNXM950,,skipped (unbalanced)
LPLIPAL1G140pp,CHEBI:72826 + C00001 = C03274 + C00080 + MNXM162239,,skipped (unbalanced)
PE160abcpp,C00002 + C00001 = 0 CHEBI:73005 + C00008 + C00080 + C00009,-27.36519874790435,ok
PE161abcpp,C00002 + C00001 = 0 cpd29055 + C00008 + C00080 + C00009,-27.36519874790435,ok
PSD141,C00080 + MNXM7664 = C00011 + MNXM3693,,skipped (unbalanced)
PG140abcpp,C00002 + C00001 = 0 CHEBI:60723 + C00008 + C00080 + C00009,-27.36519874790435,ok
PG141abcpp,C00002 + C00001 = 0 MNXM2029 + C00008 + C00080 + C00009,-27.36519874790435,ok
ACONTa,C00158 = C00417 + C00001,8.467621401283779,ok
MLDCP2App,C00001 + cpd15511 = C00993 + cpd15509,345.30542186189814,ok
12DGR140tipp,12dgr140_p --> 12dgr140_c,,skipped (unmapped)
PG180abcpp,C00002 + C00001 = 0 cpd15540 + C00008 + C00080 + C00009,-27.36519874790435,ok
12DGR160tipp,12dgr160_p --> 12dgr160_c,,skipped (unmapped)
PG181abcpp,C00002 + C00001 = 0 MNXM1773 + C00008 + C00080 + C00009,-27.36519874790435,ok
AM4PA,cpd15401 + C00001 = cpd15387 + cpd15399,,skipped (unbalanced)
PGP141abcpp,C00002 + C00001 = 0 MNXM5271 + C00008 + C00080 + C00009,-27.36519874790435,ok
PGP160abcpp,C00002 + C00001 = 0 cpd15545 + C00008 + C00080 + C00009,-27.36519874790435,ok
12DGR180tipp,12dgr180_p --> 12dgr180_c,,skipped (unmapped)
PGPP120pp,C00001 + MNXM5266 = MNXM1771 + C00009,,skipped (unbalanced)
PGPP181pp,C00001 + MNXM5269 = MNXM1773 + C00009,,skipped (unbalanced)
CLPNH120pp,MNXM5078 + C00001 = C00080 + cpd15521 + MNXM1771,,skipped (unbalanced)
PGP180abcpp,C00002 + C00001 = 0 cpd15547 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_dump_e,dump_e --> ,,skipped (unmapped)
PAPA181pp,C00001 + cpd15527 = MNXM3775 + C00009,,skipped (unbalanced)
PA140abcpp,C00002 + C00001 = 0 CHEBI:62085 + C00008 + C00080 + C00009,-27.36519874790435,ok
CLPNH140pp,CHEBI:62862 + C00001 = C00080 + CHEBI:62085 + CHEBI:60723,-246.71854759825965,ok
EX_12ppd__R_e,12ppd__R_e --> ,,skipped (unmapped)
PGSA181,CHEBI:104362 + C00093 = C00055 + C00080 + MNXM5269,,skipped (unbalanced)
PGPP140,C00001 + MNXM5272 = CHEBI:60723 + C00009,,skipped (unbalanced)
PGPP141,C00001 + MNXM5271 = MNXM2029 + C00009,,skipped (unbalanced)
MDDCP5pp,C00001 + cpd15509 = C00133 + cpd15504,830.7288946917943,ok
MLTGY3pp,cpd15501 = 2 cpd15397,579.1129888335354,ok
12DGR120tipp,12dgr120_p --> 12dgr120_c,,skipped (unmapped)
MDDCP4pp,C00001 + cpd15510 = C00133 + cpd15505,1010.5735732865078,ok
CLPNS140pp,2 CHEBI:60723 = CHEBI:62862 + C00116,-7.060198596005819,ok
CLPNS141pp,2 MNXM2029 = MNXM7149 + C00116,,skipped (unbalanced)
G3PAT180,C00093 + MNXM3075 = CHEBI:74565 + C00229,,skipped (unbalanced)
EX_o2s_e,o2s_e --> ,,skipped (unmapped)
PLIPA1G160pp,C00001 + CHEBI:72829 = cpd25200 + C00080 + C00249,-19.336367530246378,ok
PG120abcpp,C00002 + C00001 = 0 MNXM1771 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_gal1p_e,gal1p_e --> ,,skipped (unmapped)
PE140abcpp,C00002 + C00001 = 0 MNXM2859 + C00008 + C00080 + C00009,-27.36519874790435,ok
CFAS160E,2 C00019 + cpd29055 = 2 C00021 + cpd15433 + 2 C00080,,skipped (unbalanced)
PLIPA1G141pp,C00001 + MNXM2029 = MNXM3452 + C00080 + MNXM641,,skipped (unbalanced)
LPLIPAL2E160,CHEBI:131743 + C00001 = C01233 + C00080 + C00249,-26.06324430188141,ok
LPLIPAL2G140,cpd26437 + C00001 = C03274 + C00080 + MNXM162239,,skipped (unbalanced)
LPLIPAL2G160,cpd25200 + C00001 = C03274 + C00080 + C00249,-26.06324612967245,ok
CFAS180E,2 C00019 + MNXM2150 = 2 C00021 + cpd15434 + 2 C00080,,skipped (unbalanced)
EX_dcmp_e,dcmp_e --> ,,skipped (unmapped)
CFAS180G,2 C00019 + MNXM1773 = 2 C00021 + cpd15436 + 2 C00080,,skipped (unbalanced)
PAPA160,C00001 + CHEBI:72859 = MNXM3132 + C00009,,skipped (unbalanced)
2AGPE140tipp,2agpe140_p --> 2agpe140_c,,skipped (unmapped)
2AGPE160tipp,2agpe160_p --> 2agpe160_c,,skipped (unmapped)
2AGPE180tipp,2agpe180_p --> 2agpe180_c,,skipped (unmapped)
PAPA180,C00001 + CHEBI:82921 = MNXM4217 + C00009,,skipped (unbalanced)
PAPA181,C00001 + cpd15527 = MNXM3775 + C00009,,skipped (unbalanced)
2AGPE141tipp,2agpe141_p --> 2agpe141_c,,skipped (unmapped)
2AGPE161tipp,2agpe161_p --> 2agpe161_c,,skipped (unmapped)
EX_23ccmp_e,23ccmp_e --> ,,skipped (unmapped)
2AGPA161tipp,2hdec9eg3p_p --> 2hdec9eg3p_c,,skipped (unmapped)
2AGPA181tipp,2odec11eg3p_p --> 2odec11eg3p_c,,skipped (unmapped)
2AGPG120tipp,2agpg120_p --> 2agpg120_c,,skipped (unmapped)
LPLIPAL2G120,MNXM3450 + C00001 = MNXM162258 + C03274 + C00080,,skipped (unbalanced)
PA141abcpp,C00002 + C00001 = 0 cpd15523 + C00008 + C00080 + C00009,-27.36519874790435,ok
PETNT161pp,C06026 + cpd29055 = MNXM3774 + C21173,,skipped (unbalanced)
PSSA160,cpd15419 + C00065 = C00055 + C00080 + CHEBI:111515,,skipped (unbalanced)
PSSA181,CHEBI:104362 + C00065 = C00055 + C00080 + MNXM7662,,skipped (unbalanced)
DAGK140,MNXM146479 + C00002 = C00008 + C00080 + CHEBI:62085,,skipped (unbalanced)
DAGK160,MNXM3132 + C00002 = C00008 + C00080 + CHEBI:72859,,skipped (unbalanced)
DAGK141,MNXM4940 + C00002 = C00008 + C00080 + cpd15523,,skipped (unbalanced)
DAGK161,MNXM3774 + C00002 = C00008 + C00080 + cpd15525,,skipped (unbalanced)
AGPAT181,cpd15328 + MNXM89950 = C00229 + cpd15527,0.0,ok
PA161abcpp,C00002 + C00001 = 0 cpd15525 + C00008 + C00080 + C00009,-27.36519874790435,ok
PA180abcpp,C00002 + C00001 = 0 CHEBI:82921 + C00008 + C00080 + C00009,-27.36519874790435,ok
PGPP161pp,C00001 + cpd15546 = cpd15539 + C00009,-12.070242057696937,ok
PE120abcpp,C00002 + C00001 = 0 MNXM2858 + C00008 + C00080 + C00009,-27.36519874790435,ok
